SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG
1212918,"CALLER STATED THAT AFTER SOUNDING THE TANKS THE VESSEL DISCOVERED THAT THEY LOST 3.4 TONS OF GRAY WATER TO THE WATERS OF LAKE SUPERIOR.  AFTER INVESTIGATION, IT WAS DISCOVERED THAT A TAGGED OUT DRAIN VALVE WAS CRACKED OPEN.",VESSEL,EQUIPMENT FAILURE,5/18/18 6:30,DISCOVERED,SEE LAT/LON,,,,,MI,KEWEENAW,,,,,48,14,48,N,88,39,30,W,,,,N
1212919,"CALLER STATED A SEMI TRUCK BROKE DOWN AND WHEN THE LOCAL FIRE DEPARTMENT ARRIVED ON SCENE, THEY NOTICED THAT THE SEMI TRUCK SPILLED 6-8 GALLONS OF MOTOR OIL THAT REACHED A STORM DRAIN. CALLER STATED THE CAUSE FOR THE LEAK IS UNKNOWN AT THIS TIME.",MOBILE,UNKNOWN,5/22/18 12:40,DISCOVERED,,3606 MARKET STREET,,,BOOTHWYN,PA,DELAWARE,19061,,,,,,,,,,,,,,,N
1212920,CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE LONG ISLAND SOUND. THIS WAS DISCOVERED DURING AN OVERFLIGHT AND REPORTED BY A THIRD PARTY.,UNKNOWN SHEEN,UNKNOWN,5/22/18 13:15,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,NY,SUFFOLK,,,,,41,10,14,N,71,58,18,W,,,,N
1212921,THE CALLER STATED THAT WRECKED VEHICLES HAVE BEEN CONTINUOUSLY LEAKING FLUIDS FOR SEVERAL YEARS AND PRODUCT HAS STAINED THE GROUND AND ENTERED THE STORM DRAIN DURING A RAIN EVENT.,FIXED,DUMPING,5/21/18 10:00,OCCURRED,* EAST-END OF THE PROPERTY,20 UNDERHILL BLVD.,,,SYOSSET,NY,NASSAU,11791,,,,,,,,,,,,,,,N
1212922,CALLER IS REPORTING A 30-40 GALLON DIESEL SPILL FROM A LOCOMOTIVE DUE TO UNKNOWN CAUSES.,RAILROAD,UNKNOWN,5/22/18 13:25,OCCURRED,MILE POST S194,,,,DEL RIO,TN,COCKE,,,,,,,,,,,,,,,,N
1212923,CALLER STATED THAT A COAST GUARD AIR CREW OBSERVED AN UNKNOWN SHEEN IN THE VICINITY OF POINT BROWN IN HEYWARD STRAITS.,UNKNOWN SHEEN,UNKNOWN,5/13/18 12:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,SEE LAT LONG,,,SITKA,AK,SITKA,,,,,57,9,42,N,135,34,30,W,,,,N
1212924,"CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN SHAW'S COVE, WHICH RUNS INTO THE THAMES RIVER.",UNKNOWN SHEEN,UNKNOWN,5/22/18 13:45,DISCOVERED,IN THE VICINITY OF THIS LOCATION,56 HOWARD ST.,,,NEW LONDON,CT,NEW LONDON,,,,,,,,,,,,,,,,N
1212925,CALLER REPORTS OBSERVING A RESURFACED ASPHALT ROADWAY IS LEECHING A WHITE MILKY SUBSTANCE AND SHEDDING OTHER MATERIALS AFTER RAIN WHICH THEN FLOW INTO A STORM DRAIN.,FIXED,UNKNOWN,5/21/18 16:00,DISCOVERED,,18879 EAST KENT PLACE,,,AURORA,CO,ARAPAHOE,,,,,,,,,,,,,,,,N
1212926,"LESS THAN ONE GALLON OF SEWAGE RELEASED FROM A CRACKED LINE UNDERNEATH THE DOCK, DURING TRANSFERRING OPS.",FIXED,EQUIPMENT FAILURE,5/22/18 10:31,OCCURRED,* COLMAN TERMINAL,801 ALAKASN WAY,,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N
1212928,CALLER REPORTS THAT THE HOLLYWOOD CITY GOVERNMENT IS DIVERTING UNTREATED WATER TO A SERIES OF PROPERTIES RESULTING IN HIGH LEVELS OF ARSENIC WITHIN THE GROUND AND IN THE WATERWAYS.,FIXED,OTHER,5/22/18 9:00,DISCOVERED,,2727 JOHNSON STREET,,,HOLLYWOOD,FL,BROWARD,,,,,,,,,,,,,,,,N
1212930,"CALLER STATED THAT AN INDIVIDUAL WAS  ENTERING THE LOCKS WHEN THE LOCK GATES MALFUNCTIONED AND OPENED, CAUSING WATER TO SWAMP THE VESSEL.  AND  SINK INSIDE THE LOCK.  CALLER STATED THAT THERE IS A SHEEN COMING FROM THE VESSEL.",VESSEL,VESSEL SINKING,5/22/18 12:00,OCCURRED,L-50 CANAL AND LAKE OKEECHOBEE,PUMP STATION S131,,,LAKEPORT,FL,GLADES,,,,,26,58,43,N,81,5,23,W,,,,N
1212931,STATE WAS NOTIFIED VIA THIRD PARTY OF A SOAPY WHITE SUBSTANCE COMING FROM A VESSEL AT THE NAVY YARD BASIN.,VESSEL,UNKNOWN,5/22/18 14:29,OCCURRED,"BROOKLYN NAVY YARD, GMD YARD (DRY DOCK)",63 FLUSHING AVE.,,,BROOKLYN,NY,KINGS(BROOKLYN),,,,,,,,,,,,,,,,N
1212933,CALLER REPORTS AN APPEARANCE OF SHEEN OF AN OILY SUBSTANCE ON THE ROADWAY AND WITHIN THE RAINWATER SURFACE FROM AN UNKNOWN CAUSE.,FIXED,UNKNOWN,5/22/18 14:45,DISCOVERED,,OIL MILL ROAD / ROUTE 13 AND WESTLAKE RD,,,DERUYTER,NY,CORTLAND,,,,,,,,,,,,,,,,N
1212934,"AN ESTIMATED 15 BARRELS OF CRUDE OIL DISCHARGED FROM A 10"" STEEL TRANSMISSION PIPELINE, DUE TO 2 PINHOLE LEAKS (INITIAL CAUSE UNKNOWN). IT WAS CONFIRMED THAT DAMAGES WILL EXCEED THE $50K THRESHOLD ON 22MAY18 (1402CDT).",PIPELINE,UNKNOWN,5/22/18 16:05,OCCURRED,* SEE POSITION,,,,CATARINA,TX,DIMMIT,,,,,28,18,46,N,99,43,45,W,,,,N
1212935,CALLER IS REPORTING AN UNKNOWN OILY PRODUCT THAT WAS DISCOVERED ON THEIR DRIVEWAY. CALLER STATED DUE TO HEAVY RAINS THE MATERIAL ENTERED INTO A STORM DRAIN THAT LEADS TO THE RANCOCAS CREEK. THERE ARE SMALL RAINBOW BLOTCHES ON THE CREEK.,FIXED,UNKNOWN,5/22/18 14:52,DISCOVERED,,300 RANCOCAS ROAD,,,MT. HOLLY,NJ,BURLINGTON,08060,,,,,,,,,,,,,,,N
1212936,CALLER REPORTS A DISCHARGE OF ABOUT 1 QUART OF HYDRAULIC OIL INTO THE WATER OF FRANKLIN D. ROOSEVELT LAKE CAUSED BY A LEAKING PUMP AT A HYDRO ELECTRIC DAM.,FIXED,EQUIPMENT FAILURE,5/22/18 11:40,DISCOVERED,"HIGHWAY 155, WHAREHOUSE 3, DOOR 6",PO BOX 620,CODE 5400,,GRAND COULEE,WA,GRANT,99133,,,,,,,,,,,,,,,N
1212937,CALLER STATED THAT THE RESTAURANT OPERATES A BRICK OVEN WHICH PUTS OUT AN OBNOXIOUS FUME WHEN OPERATED. CALLER STATED THAT THE FUMES FILL THE SPACE OF SURROUNDING  BUSINESSES.,FIXED,UNKNOWN,5/22/18 15:39,OCCURRED,,304 WEST 56TH ST.,,,NEW YORK,NY,NEW YORK (MANHATTAN),10019,,,,,,,,,,,,,,,N
1212938,CALLER IS REPORTING THE DISCHARGE OF AN UNKNOWN AMOUNT OF HYDRAULIC OIL TO THE GROUND AND INTO A NEARBY STORM DRAIN DUE TO EQUIPMENT FAILURE OF THE LIFT GATE HYDRAULIC SYSTEM. THE DRIVER CALLED A TOW TRUCK TO REMOVE THE VEHICLE.,MOBILE,EQUIPMENT FAILURE,5/22/18 14:30,OCCURRED,,123 CAPITAL TRAIL,,,NEWARK,DE,NEW CASTLE,,,,,,,,,,,,,,,,N
1212939,"APPROXIMATELY 10-20 GALLONS OF PROPANE RELEASED WHILE AN OPERATOR WAS OFFLOADING PRODUCT INTO PORTABLE TANKS AT THE CUSTOMERS LOCATION. AN IGNITION OCCURRED DURING THE PROCESS, INJURING THE OPERATOR (BURNS). SUBJECT HAS BEEN TRANSPORTED TO LOCAL HOSPITAL, CURRENTLY IN THE BURN UNIT. EMPLOYEES AT THE SITE WERE EVACUATED FOR APPROXIMATELY 1 HOUR. ROADS IN THE VICINITY WERE ALSO CLOSED FOR 1 HOUR AND HAS SINCE REOPENED.",MOBILE,UNKNOWN,5/22/18 11:30,OCCURRED,* ABF FREIGHT,5630 CHEVROLET BLVD.,,,PARMA,OH,CUYAHOGA,,,,,,,,,,,,,,,,N
1212941,CALLER REPORTS A DISCHARGE OF 50 GALLONS OF DIESEL FUEL INTO THE WATER CAUSED BY A PINCHED FUEL LINE FROM A PUMP TO A DREDGE WITHIN A GRAVEL PIT.,FIXED,EQUIPMENT FAILURE,5/22/18 13:30,OCCURRED,GRAVEL PIT 73,4171 F ROAD,,,BELLEWOOD,NE,BUTLER,,,,,,,,,,,,,,,,N
1212942,CALLER IS REPORTING THE 75 GALLON DISCHARGE OF DIESEL FUEL DUE TO A SINGLE VEHICLE ACCIDENT DUE TO UNKNOWN CAUSE WHEN THE TRUCK WENT OFF THE ROAD AFTER DRIVING ON A SLICK SPOT.,MOBILE,UNKNOWN,5/22/18 14:00,OCCURRED,,2805 WEST ST HWY 21,,,LINCOLN,TX,LEE,,,,,,,,,,,,,,,,N
1212945,CALLER REPORTS BUILDINGS ARE BEING DEMOLISHED WHICH IS CAUSING DUST AND FUMES TO SPREAD THROUGHOUT THE NEIGHBORHOOD. CALLER SUSPECTS ASBESTOS AMONG OTHER MATERIALS WITHIN THE DUST AFTER SIGNS APPEARED WARING OF ASBESTOS IN THE AREA.,FIXED,OTHER,5/22/18 7:00,DISCOVERED,FORMER MEDICAL CENTER BUILDINGS,433 - 459 BASTANCHURY BLVD,,,FULLERTON,CA,ORANGE,92835,,,,,,,,,,,,,,,N
1212947,CALLER STATED THAT DURING FUELING THE TANK FUEL GAUGES MALFUNCTIONED CAUSING AN OVERFILL OF DIESEL FUEL. APPROXIMATELY .5 GALLONS WAS RELEASED INTO THE WATER.,VESSEL,EQUIPMENT FAILURE,5/22/18 13:30,OCCURRED,,2732 WEST LAKE NORTH,,,SEATTLE,WA,KING,98109,,,,,,,,,,,,,,,N
1212949,CALLER STATED THEY OBSERVED AN UNKNOWN SHEEN IN THE WRANGELL NARROWS.,UNKNOWN SHEEN,UNKNOWN,5/22/18 12:40,DISCOVERED,,107 DOCK STREET,,,PETERSBURG,AK,PETERSBURG,,,,,,,,,,,,,,,,N
1212950,"****48HR REQUIRED PHMSA UPDATE FOR REPORT NUMBER 1212853***

UPDATES:
-QUANTITY RELEASED  WAS 1.6 MILLION CUBIC FEET
-PIPELLINE HAS BEEN SHUT IN, SEGMENT BLOWN DOWN, AND THE RELEASE IS SECURED.

ORIGINAL REPORT:
 
 CALLER STATED THEY WERE INVESTIGATING A CORROSION ANOMALY AND WHEN THEY WENT TO  UNCOVER THE PIPE THEY FOUND A LEAK. 
",PIPELINE,EQUIPMENT FAILURE,5/21/18 16:15,DISCOVERED,,LAT 35.245,LONG -85.753,,TRACY CITY,TN,GRUNDY,,,,,35,14,42,N,85,45,11,W,,,,N
1212951,CALLER STATED A 2 INCH POLY LINE DEVELOPED A HOLE CAUSING A SPILL OF 20 BARRELS OF SALT WATER AND 1 BARREL OF CRUDE OIL. CALLER STATED THIS POLY LINE IS ASSOCIATED WITH A WELLHEAD.,FIXED,EQUIPMENT FAILURE,5/20/18 15:00,OCCURRED,,LAT 36.386- 57 N,LONG 96.39431 W,,HOMINY,OK,OSAGE,,,,,36,57,10,N,96,23,40,W,,,,N
1212952,CALLER REPORTS THE SUSPECTED RESPONSIBLE PARTY IS A TRACTOR REPAIR SHOP WHICH POWER WASHES MACHINERY (SUCH AS TRACTORS) WHICH CAUSES GREASE AND OTHER OILS TO BE DISCHARGED DIRECTLY ONTO THE GROUND.,FIXED,OTHER,5/22/18 12:00,DISCOVERED,,6670 RUPELVILLE RD,,,ALLENTOWN,PA,LEHIGH,,,,,,,,,,,,,,,,N
1212953,CALLER STATED THAT AN OUNCE OF AN UNKNOWN OIL WAS RELEASED FROM A REMEDIATION SITE INTO THE DELAWARE RIVER DUE TO AN UNKNOWN CAUSE. CALLER STATED THAT IT COULD BE DUE TO RISING TABLES CAUSED BY RECENT PRECIPITATION.,FIXED,UNKNOWN,5/22/18 14:30,OCCURRED,DELAWARE RIVER SOUTH OF THE COMMODORE BARRY BRIDGE,,,,CHESTER,PA,DELAWARE,,,,,,,,,,,,,,,,N
1212954,CALLER REPORTS A DISCHARGE OF APPROXIMATELY 20 GALLONS OF DIESEL FUEL ONTO THE GROUND WITH ABOUT 15 GALLONS REACHING A STORM DRAIN FROM THE SADDLE TANK OF A TRACTOR TRAILER TRUCK AFTER THE VEHICLE RAN OVER SOME DEBRIS.,MOBILE,EQUIPMENT FAILURE,5/22/18 16:45,OCCURRED,,COUNTY RD 46A,BETWEEN I-4 AND RINEHART RD,,LAKE MARY,FL,SEMINOLE,,,,,,,,,,,,,,,,N
1212955,CALLER STATED A UNKNOWN MATERIAL IS KILLING ALL THE VEGETATION ON THE LOCATION AND THE UNKNOWN MATERIAL WAS DUMPED INTO THE GRASS BY A EMPLOYEE ABOUT A YEAR AGO. CALLER STATED THE UNKNOWN MATERIAL IS 2 FEET FROM THE WETLAND AND THAT IS THE REASON FOR THEIR CONCERN. CALLER STATED THIS IS A OIL BLENDING FACILITY. CALLER STATED IT COULD BE POSSIBLE AN CHEMICAL ADDITIVE THEY USE AT THE LOCATION.,FIXED,UNKNOWN,5/22/18 12:00,DISCOVERED,BVA OILS,29222 TRIDENT INDUSTRIAL BLVD,,,NEW HUDSON,MI,OAKLAND,48165,,,,,,,,,,,,,,,N
1212957,CALLER STATED THAT AN INDIVIDUAL CALLED USCG STA FT. LAUDERDALE TO REPORT AN UNKNOWN SHEEN IN NEW RIVER IN THE VICINITY OF THE RAILWAY BRIDGE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 18:10,DISCOVERED,NEW RIVER AT THE INTERSECTION ANDREWS ROAD AND RAILWAY BRIDGE,,,,FORT LAUDERDALE,FL,BROWARD,,,,,,,,,,,,,,,,N
1212958,CALLER STATED A BOAT SANK IN THE HARBOR.  THERE ARE NO SIGNS OF A SHEEN AT THIS TIME HOWEVER THERE IS A POTENTIAL AN UNKNOWN OIL.,VESSEL,VESSEL SINKING,5/22/18 11:38,DISCOVERED,,KE'EHI SMALL BOAT HARBOR,,,HONOLULU,HI,HONOLULU,,,,,21,19,10,N,153,0,0,W,,,,Y
1212959,CALLER REPORTS AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 18:20,DISCOVERED,UNKNOWN SHEEN INCIDENT,3301 S COLUMBUS BLVD,,,PHILADELPHIA,PA,PHILADELPHIA,,,,,,,,,,,,,,,,N
1212961,CALLER REPORTS A RELEASE OF AN ESTIMATED 700 POUNDS OF ETHYL CHLORIDE INTO THE AIR CAUSED BY A RUPTURED DISK FAILURE ON A REACTOR.,FIXED,UNKNOWN,5/22/18 15:15,OCCURRED,,2800 GAP ROAD,,,BATESVILLE,AR,INDEPENDENCE,,,,,,,,,,,,,,,,N
1212962,CALLER IS REPORTING THE 500 GALLON RELEASE OF POLYOL 3222 FROM A TANK CAR DUE TO EQUIPMENT FAILURE OF A FAULTY VALVE.,RAILROAD,EQUIPMENT FAILURE,5/22/18 17:02,OCCURRED,,1671 CHAMPANE AVE,,,ONTARIO,CA,SAN BERNARDINO,,,,,,,,,,,,,,,,N
1212963,CALLER REPORTS A DISCHARGE OF ABOUT 1 GALLON TO 1.5 GALLONS OF DIESEL INTO WATER CAUSED BY A LINE BEING CUT UNDERNEATH A DOCK. THE LINE WAS REPORTED AS EMPTIED PRIOR TO THE CUTTING BY A CONTRACTOR WORKING ON THE DOCK.,FIXED,UNKNOWN,5/22/18 17:00,OCCURRED,CASTLE HILL COAST GUARD STATION,75 NORTH RIDGE RD,,,NEWPORT,RI,NEWPORT,,,,,,,,,,,,,,,,N
1212964,CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE DUE TO AN UNKNOWN CAUSE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 19:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,NEW BEDFORD HARBOR,NEAR PIER 3,,NEW BEDFORD,MA,BRISTOL,,,,,,,,,,,,,,,,N
1212965,CALLER REPORTS AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 18:12,DISCOVERED,UNKNOWN SHEEN INCIDENT,301 HENDRICKS ISLE,,,FORT LAUDERDALE,FL,BROWARD,,,,,,,,,,,,,,,,N
1212966,CALLER IS REPORTING THE DISCHARGE OF CREOSOTE FROM THE PILINGS ON THE BASE THAT ARE CREATING A SHEEN.,FIXED,UNKNOWN,5/22/18 15:15,DISCOVERED,,1621 TONGASS AVE,,,KETCHIKAN,AK,KETCHIKAN GATEWAY,,,,,,,,,,,,,,,,N
1212967,"CALLER RECEIVED A REPORT OF AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE. THE POSSIBLE CAUSE WAS A CRUSHED AEROSOL CAN OF LUBE OIL FLOATING IN THE WATER, BUT IT CANNOT BE VERIFIED.",UNKNOWN SHEEN,UNKNOWN,5/22/18 9:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,227 23RD STREET,,OHIO RIVER MILE 316.5 LDB,KENOVA,WV,WAYNE,,,,,,,,,,,,,,,,N
1212968,A POSSIBLE OIL ANOMALY WAS OBSERVED IN SATELLITE IMAGERY. THIS ANOMALY IS UNCONFIRMED AS OIL.,UNKNOWN SHEEN,UNKNOWN,5/22/18 18:12,DISCOVERED,UNKNOWN SHEEN INCIDENT,SHIP SHOAL AREA 58,,,,LA,SHIP SHOAL AREA,,,,,29,0,28,N,91,13,31,W,,,,N
1212969,CALLER IS REPORTING 564 POUND RELEASE OF HYDROGEN SULFIDE TO THE ATMOSPHERE DUE TO EQUIPMENT FAILURE OF A PACKING.,FIXED,EQUIPMENT FAILURE,5/21/18 7:00,DISCOVERED,,SPUR 119 NORTH,,,BORGER,TX,HUTCHINSON,79008,,,,,,,,,,,,,,,N
1212970,CALLER STATES A BLOWN HYDRAULIC LINE ON A TRASH TRUCK RELEASED 60 - 70 GALLONS OF HYDRAULIC OIL DOWN THE STREET AND INTO STORM DRAINS.,MOBILE,EQUIPMENT FAILURE,5/22/18 18:00,OCCURRED,IN FRONT OF A PRIVATE RESIDENCE,8454 CLIPPERT ST.,,,TAYLOR,MI,WAYNE,48180,,,,,,,,,,,,,,,N
1212972,"*** MARINE POLLUTION SURVEILLANCE REPORTS ***
 
* MYSTERY SHEEN REPORT.
 
DATE: 05-21-2018        
OBSERVATION TIME: 1638 UTC
LOCATION: SHIP SHOAL 88  
CONFIDENCE: MEDIUM
 
*** SEE SSI ***
 
",UNKNOWN SHEEN,UNKNOWN,5/21/18 11:38,DISCOVERED,GULF OF MEXICO,,,,,LA,SHIP SHOAL AREA,,,,,28,55,57,N,90,55,40,W,,,,N
1212973,CALLER REPORTED A BROKEN RETURN VALVE RELEASED ONE GALLON OF DIESEL. CLEANUP IS UNDERWAY.,FIXED,EQUIPMENT FAILURE,5/22/18 8:00,OCCURRED,,546 WOODALL ROAD,,,GRANDVIEW,WA,YAKIMA,98930,,,,,,,,,,,,,,,N
1212974,DIESEL FUEL DISCHARGED FROM A TRUCK (UNKNOWN WHAT TYPE OF TRUCK) THAT LOST IT'S FUEL TANK AND THE CALLER STATES THE FUEL TANK ALSO HIT A THIRD PARTY VEHICLE.,MOBILE,UNKNOWN,5/22/18 21:59,OCCURRED,I-40; WESTBOUND; MILE MARKER 280,,,,,AR,CRITTENDEN,,,,,,,,,,,,,,,,N
1212975,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 20:41,DISCOVERED,UNKNOWN SHEEN INCIDENT,26400 NW ST HELENS RD,,,,OR,MULTNOMAH,,,,,45,42,49,N,122,52,9,W,,,,N
1212976,NON-PCB MINERAL OIL DISCHARGED FROM A POLE MOUNTED TRANSFORMER DUE TO TREE DAMAGE.,FIXED,OTHER,5/22/18 22:00,OCCURRED,POLE NUMBER: NJ1342BE,368 STROTZ RD,,,ASBURY,NJ,HUNTERDON,,,,,,,,,,,,,,,,N
1212977,CALLER REPORTED A TRAIN STRUCK A TRESPASSER RESULTING IN A FATALITY.,RAILROAD NON-RELEASE,TRESPASSER,5/22/18 21:06,OCCURRED,,MP 82.6,,,MCCARTYS,NM,CIBOLA,,,,,,,,,,,,,,,,N
1212978,"POTENTIAL RELEASE FROM A UNMANNED AERIAL VEHICLE (UAB) THAT CRASHED DUE TO AN ENGINE FAILURE.  CALLER STATES THERE WAS NO RELEASE OF MATERIALS AT THIS TIME.  THE AIRCRAFT WAS CARRYING THE FOLLOWING MATERIALS:
AVIATION GASOLINE - 45 LITERS
SYNTHETIC OIL - 3.1 LITERS
5 POUND LITHIUM ION BATTERY
",AIRCRAFT,EQUIPMENT FAILURE,5/22/18 15:17,OCCURRED,1.5 KILOMETERS DUE EAST OF MARINE CORP BASE HAWAII,,,,,HI,HONOLULU,,,,,,,,,,,,,,,,Y
1212979,CALLER REPORTED A SEMI FLIPPED OVER ON ITS SIDE DUE TO UNKNOWN REASONS.,MOBILE,UNKNOWN,5/23/18 2:00,DISCOVERED,,I-55 NORTHBOUND,,,,AR,CRITTENDEN,,,,,,,,,,,,,,,,N
1212980,VINYL CHLORIDE MONOMER RELEASED FROM A REACTOR DISCHARGE POT DUE TO POSSIBLE SEAL LEAK.,FIXED,EQUIPMENT FAILURE,5/23/18 2:35,OCCURRED,CHEMICAL MANUFACTURING FACILITY,4403 PASADENA FREEWAY,,,PASADENA,TX,HARRIS,,,,,,,,,,,,,,,,N
1212981,CALLER REPORTED A 300 GALLON HEATING OIL SPILL ONTO THE GROUND DUE TO A PUMP MALFUNCTION.,FIXED,EQUIPMENT FAILURE,5/23/18 3:00,DISCOVERED,,520 ALLENS AVE,,,PROVIDENCE,RI,PROVIDENCE,02905,,,,,,,,,,,,,,,N
1212982,UNDER 5 GALLONS OF BLUE JUICE (NON-HAZARDOUS PRODUCT) RELEASED FROM A LAB TRUCK DUE TO AN UNKNOWN CAUSE AT THIS TIME.,MOBILE,UNKNOWN,5/23/18 2:30,OCCURRED,LAGUARDIA AIRPORT; GATE C1,,,,FLUSHING,NY,QUEENS,,,,,,,,,,,,,,,,N
1212983,HYDRAULIC FLUID DISCHARGED FROM A FIXED CRANE ON THE DOCK DUE TO AN UNKNOWN CAUSE AT THIS TIME.,FIXED,UNKNOWN,5/23/18 5:50,OCCURRED,MARINE TERMINAL,4310 PENDOLA POINT RD.,,,TAMPA,FL,HILLSBOROUGH,,,,,,,,,,,,,,,,N
1212984,"AN ESTIMATED 20 GALLONS OF GASOLINE DISCHARGED FROM AN UNDERGROUND STORAGE TANK, DUE TO AN OVERFILL.",STORAGE TANK,OPERATOR ERROR,5/23/18 1:00,OCCURRED,* COME AND GO GAS STATION,127 LAURA WAY,,,DACONO,CO,WELD,80514,,,,,,,,,,,,,,,N
1212985,CALLER STATED A FREIGHT TRAIN STRUCK A TRESPASSER ON THE TRACKS WHICH RESULTED IN FATAL INJURIES.,RAILROAD NON-RELEASE,TRESPASSER,5/23/18 4:55,OCCURRED,,MP: 1020.4,SUB: STOCKTON,,MADERA,CA,MADERA,,,,,,,,,,,,,,,,N
1212986,"COUNTY DISPATCH WAS NOTIFIED OF A SUSPECTED OIL SHEEN ""OF A SUBSTANTIAL AMOUNT"" ON THE PIANKATANK RIVER. SOURCE IS UNKNOWN, BUT POSSIBLY FROM A SUBMERGED VESSEL IN THE VICINITY (ON EBENEZER CHURCH RD).",UNKNOWN SHEEN,UNKNOWN,5/23/18 6:42,DISCOVERED,* APPROXIMATE LOCATION,82 GINNEY POINT LANE,,,COBBS CREEK,VA,MATHEWS,,,,,,,,,,,,,,,,N
1212987,CALLER REPORTED AN OVERFLIGHT DISCOVERED A SHEEN IN THE GULF OF MEXICO THAT WAS COMING FROM A SUNKEN BARGE THAT WAS BEING RECOVERED BY A VESSEL SALVAGE COMPANY.,VESSEL,VESSEL SINKING,5/21/18 12:00,DISCOVERED,SEE LAT AND LONG,,,,CAMERON,LA,WEST CAMERON AREA,,,,,29,18,34,N,93,14,31,W,,,,N
1212988,CALLER STATED AN UNKNOWN SHEEN WAS DISCOVERED IN THE HUNTINGTON HARBOR.,UNKNOWN SHEEN,UNKNOWN,5/22/18 21:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,53 NEW YORK AVE,HUNTINGTON HARBOR,,HUNTINGTON,NY,SUFFOLK,,,,,,,,,,,,,,,,N
1212991,"CALLER REPORTED A TRAIN WAS STOPPED AT A GRADE CROSSING, PREPARING TO MOVE INTO A RAIL YARD.  A TRESPASSER WALKED BETWEEN TWO RAILCARS AND THEIR FOOT GOT STUCK IN THE RAILROAD TRACK RESULTING IN INJURIES.",RAILROAD NON-RELEASE,TRESPASSER,5/21/18 14:45,OCCURRED,65TH AND HARLEM AVE / GRADE CROSSING,,,,BEDFORD PARK,IL,COOK,,,,,,,,,,,,,,,,N
1212992,CALLER STATED COMPANY WAS REPLACING AN OLD AIR CONDITIONING UNIT AND INTENTIONALLY CUT THE LINES AND RELEASED 40 POUNDS OF R22 INTO THE ATMOSPHERE.,FIXED,OPERATOR ERROR,5/23/18 8:30,OCCURRED,,400 OLD KINGS ROAD,,,PALM COAST,FL,FLAGLER,32137,,,,,,,,,,,,,,,N
1212993,"***THIS IS A 48 HOUR UPDATE UNDER PHMSA REGULATIONS TO NRC REPORT 1212866.  THERE ARE NO CHANGES TO THE ORIGINAL REPORT***

CALLER REPORTED THEIR TECHNICIAN WAS MAKING ROUNDS AND DISCOVERED A FROZEN VALVE IN THE FACILITY THAT WAS DETERMINED THAT REPLACEMENT WOULD EXCEED 150,000 DOLLARS.  ALSO THERE WAS A SLIGHT RELEASE OF MATERIALS.
  
  
  
  
",PIPELINE,EQUIPMENT FAILURE,5/21/18 20:05,DISCOVERED,MANKATO MN STATION,,,,GARDEN CITY,MN,BLUE EARTH,,,,,44,0,51,N,94,10,22,W,,,,N
1212995,"CALLER STATED DURING A TRANSFER FROM A RAILCAR (PRIVATELY OWNED), A HOSE CAME OFF OF A FLANGE FITTING AND RELEASED 3000 GALLONS OF SODIUM HYPOCHLORITE ONTO THE GROUND.",RAILROAD,UNKNOWN,5/23/18 8:00,OCCURRED,,8 INDUSTRIAL DR.,,,SWEETWATER,TX,NOLAN,79556,,,,,,,,,,,,,,,N
